 package com ibm migr data static com ibm migr utils Log java util ArrayList com ibm migr db2 BufferpoolData com ibm migr db2 DBGroupData com ibm migr db2 Db2lookInfoData com ibm migr db2 SchemaData com ibm migr db2 db2 com ibm migr utils Args com ibm migr utils U class GenInitialObjects private long mainStart System currentTimeMillis private db2 srcConn dstConn null private SQLQueries p q null GenInitialObjects srcConn new db2 SRCDB p new SQLQueries srcConn U checkDestinationObjects dstConn new db2 DSTDB q new SQLQueries dstConn void t p getTableInfo U WriteFile false U tableInfoFileName p printAllTableInfo void run String sql Get all partition Groups ArrayList DBGroupData partGroups p getDBPartGroups Validate with source U checkDestinationObjects partGroups q validateDBPartGroups partGroups Generate DDL sql p genDBPartG,java
roups partGroups U WriteFile false 01dbpgbpts sql sql Generate DDL storage groups sql p genStorageGroups U WriteFile true U dbpgbptsFileName sql Get all bufferpools ArrayList BufferpoolData bufPools p getBufferpools Validate with source U checkDestinationObjects bufPools q validateBufferpools bufPools Generate DDL sql p genBufferpools bufPools U WriteFile true U dbpgbptsFileName sql Generate DDL temporary tablespace sql p genTempTableSpace U WriteFile true U dbpgbptsFileName sql Populate Table size Data from source p getTableInfo Print all table info reference U WriteFile false U tableInfoFileName p printAllTableInfo Get All generated table spaces U WriteFile false U tablespacesFileName p getAllGeneratedTablespacesDefn Generate global variables U WriteFile false U globalVariableFileName p genGlobalVariables Get all schema U WriteFile false U schemasFileName,java
 p genSchema Get all source schema list SchemaData schemaData p getSchemas schemaData selected Populate systools db2look_info and get token int token p genLook schemaData schema get Db2lookInfoData ArrayList Db2lookInfoData lookData p getdb2lookInfo token schemaData get Db2lookInfoData validated against target U checkDestinationObjects lookData q db2lookValidation lookData Generate DDL all objects schema p genObjectsDDLs token schemaData lookData Runstats based upon profile which was set source p genRunstats U runstatsFileName Generate auths U WriteFile false U authsFileName p genAuths Generate script run all generated DDLs p createShellScript info End end Elapsed Time U getElapsedTime mainStart close private void close srcConn close static void main String args String myClass new Throwable getStackTrace 0 getClas,java
sName args length 2 info info Usage java Xmx4096m myClass DSRCDB srcConn properties NameofHPUOutputDir false info Usage java Xmx4096m myClass DSRCDB srcConn properties DDSTDB dstConn properties NameofHPUOutputDir true info info Get All Database Partitions Groups info Use switch Xmx4096m Amount of maximum memory program info Name of program myClass info Use switch DSRCDB specify name of source db properties file info Param 1 Specify name of output directory store generated scripts info Param 2 True False Check object exists on target or not info If Param 2 true You must specify DDSTDB destination db properties file info Manually Modify scripts target database fit new M,java
LN topology System exit 1 Args new Args args U outputDataDirectory targets 0 U checkDestinationObjects Boolean valueOf targets 1 switchPresent d set LEVEL_DEBUG String dbProp System getProperty SRCDB dbProp null dbProp length 0 error DSRCDB switch not specified source db properties file System exit 1 U checkDestinationObjects dbProp System getProperty DSTDB dbProp null dbProp length 0 error DDSTDB switch not specified destination db properties file System exit 1 info info Get Database Scripts from source info info Runtime initiated with following parameters info Data output directory U outputDataDirectory info ,java
 info Extracting DDL Program Started GenInitialObjects drv new GenInitialObjects drv run drv t ,java
 package com ibm etcd client static java util concurrent TimeUnit MILLISECONDS java lang reflect Proxy java net ConnectException java net NoRouteToHostException java util ArrayDeque java util Queue java util concurrent CancellationException java util concurrent ExecutionException java util concurrent Executor java util concurrent Future java util concurrent ScheduledExecutorService java util concurrent TimeUnit java util concurrent TimeoutEx,java
ception java util function Supplier org slf4j Logger org slf4j LoggerFactory com google common base Preconditions com google common base Predicate com google common base Predicates com google common util concurrent Futures com google common util concurrent ListenableFuture com google common util concurrent ListeningScheduledExecutorService com google common util concurrent MoreExecutors io grpc CallCredentials io grpc CallOptions io grpc Deadline io grpc ManagedChannel io grpc MethodDescriptor io grpc Status io grpc Status Code io grpc stub ClientCallStreamObserver io grpc stub ClientCalls io grpc stub ClientResponseObserver io grpc stub StreamObserver class GrpcClient private static final Logger logger LoggerFactory getLogger GrpcClient class private final long defaultTimeoutMs TODO maybe combine these into an auth provider intface private final Supplier CallCredentials refreshCreds ,java
 private final Predicate Throwable reauthRequired private final ManagedChannel channel protected final ListeningScheduledExecutorService ses modified only by reauthenticate method private CallOptions callOptions CallOptions DEFAULT volatile tbd lazy probably ok TODO whether some all of channel construction moved here GrpcClient ManagedChannel channel Predicate Throwable reauthRequired Supplier CallCredentials credsSupplier ScheduledExecutorService executor long defaultTimeoutMs Preconditions checkArgument reauthRequired null credsSupplier null must supply both or neither reauth and creds this channel channel this refreshCreds credsSupplier this reauthRequired reauthRequired this ses MoreExecutors listeningDecorator executor this defaultTimeoutMs defaultTimeoutMs ScheduledExe,java
cutorService getExecutor ses void authenticateNow refreshCreds null reauthenticate getCallOptions protected CallOptions getCallOptions callOptions static final RetryDecision IDEMP t r Status status Status fromThrowable t Code code status null status getCode null code Code UNAVAILABLE code Code UNKNOWN status getDescription null status getDescription startsWith Channel closed TODO and maybe some DEADLINE_EXCEEDED cases but not overall deadline static final RetryDecision NON_IDEMP t r codeFromThrowable t Code UNAVAILABLE isConnectException t SuppressWarnings unchecked static final R RetryDecision R retryDecision boolean idempotent RetryDecision R idempotent IDEMP NON_IDEMP ,java
ReqT R ListenableFuture R call MethodDescriptor ReqT R method ReqT request boolean idempotent call method null request retryDecision idempotent 0 false null 0L TODO probably move this static interface RetryDecision ReqT boolean retry Throwable t ReqT request ReqT R ListenableFuture R call MethodDescriptor ReqT R method Condition precondition ReqT request RetryDecision ReqT retry boolean backoff Deadline deadline long timeoutMs call method precondition request retry 0 backoff null timeoutMs deadline entire request including retry pauses timeout per attempt and 0 means not specified private ReqT R ListenableFuture R call MethodDescriptor ReqT R method Condition precondition ReqT request RetryDecision ReqT retry int attempt boolean backoff Deadline deadline long timeoutMs prec,java
ondition null precondition satisfied Futures immediateFailedFuture new CancellationException precondition false TODO maybe delay case attempt 1 session inactive skip attempt and dont increment attempt final CallOptions baseCallOpts getCallOptions CallOptions callOpts deadline null baseCallOpts withDeadline deadline baseCallOpts Futures catchingAsync fuCall method request callOpts timeoutMs Exception class t boolean reauth backoff attempt 0 reauth reauthIfRequired t baseCallOpts retry retry t request Futures immediateFailedFuture t attempt 0 reauth call method precondition request retry reauth attempt 1 backoff deadline timeoutMs long delay 500L 1L Math min attempt 2 4 TODO review backoff pattern Futures dereferen,java
ce ses schedule call method precondition request retry attempt 1 backoff deadline timeoutMs delay MILLISECONDS TODO maybe retriable RPCs consider fail fast first timeout and longer retry timeout protected ReqT R ListenableFuture R fuCall MethodDescriptor ReqT R method ReqT request CallOptions callOptions long timeoutMs timeoutMs 0L timeoutMs defaultTimeoutMs timeoutMs 0L Deadline deadline callOptions getDeadline Deadline timeoutDeadline Deadline after timeoutMs MILLISECONDS deadline null timeoutDeadline isBefore deadline callOptions callOptions withDeadline timeoutDeadline ClientCalls futureUnaryCall channel newCall method callOptions request protected boolean retryStream Throwable error CallOptions callOpts reauthIfRequired error callOpts ,java
 Status fromThrowable error getCode Code INVALID_ARGUMENT causedByJavaError error protected static boolean causedByJavaError Throwable t causedBy t Error class protected boolean reauthIfRequired Throwable error CallOptions callOpts reauthRequired null reauthRequired apply error false reauthenticate callOpts true static boolean isConnectException Throwable t causedBy t ConnectException class causedBy t NoRouteToHostException class static Code codeFromThrowable Throwable t Status status Status fromThrowable t status null status getCode null private void reauthenticate CallOptions failedOpts assert name null password null getCallOptions failedOpts obj identity comparison intentional synchronized this CallOptions callOpt,java
s getCallOptions callOpts failedOpts callOptions callOpts withCallCredentials refreshCreds get ReqT RespT StreamObserver ReqT callStream MethodDescriptor ReqT RespT method ResilientResponseObserver ReqT RespT respStream callStream method respStream null ReqT RespT StreamObserver ReqT callStream MethodDescriptor ReqT RespT method ResilientResponseObserver ReqT RespT respStream Executor responseExecutor must explicitly auth stream case ensure unauthenticated version isn t used refreshCreds null getCallOptions CallOptions DEFAULT authenticateNow new ResilientBiDiStream method respStream responseExecutor start static interface ResilientResponseObserver ReqT RespT extends StreamObserver RespT Called once initially and once after each link onReplaced StreamObserver indica,java
te corresponding sub stream successfully established void onEstablished void onReplaced StreamObserver ReqT newStreamRequestObserver class ResilientBiDiStream ReqT RespT private final MethodDescriptor ReqT RespT method private final ResilientResponseObserver ReqT RespT respStream private final Executor responseExecutor ,java
 accessed only from response thread and retry task scheduled from onError message prior stream being reestablished private CallOptions sentCallOptions private int errCounter 0 provided user buffers and wraps real req stream when active field accessed only from response thread private RequestSubStream userReqStream finished reflects user closing stream via terminal method not incoming stream closure error null indicates complete versus failed when finished true modified only by response thread private boolean finished private Throwable error ResilientBiDiStream MethodDescriptor ReqT RespT method ResilientResponseObserver ReqT RespT respStream Executor responseExecutor,java
 this method method this respStream respStream this responseExecutor serialized responseExecutor null responseExecutor ses 0 must only be called once enforcement logic omitted since private StreamObserver ReqT start RequestSubStream firstStream new RequestSubStream userReqStream firstStream refreshBackingStream firstStream class RequestSubStream implements StreamObserver ReqT lifecycle null real stream EMPTY_STREAM private volatile StreamObserver ReqT grpcReqStream only modified by response thread grpcReqStream non null preConnectBuffer null private Queue ReqT preConnectBuffer called by user thread Override void onNext ReqT value finished illegal usage ,java
 StreamObserver ReqT rs grpcReqStream rs null synchronized this rs grpcReqStream rs null preConnectBuffer null preConnectBuffer new ArrayDeque 8 bounded TBD preConnectBuffer add value rs onNext value called by user thread Override void onError Throwable t onFinish t called by user thread Override void onCompleted onFinish null called from response thread boolean established StreamObserver ReqT stream StreamObserver ReqT curStream grpcReqStream curStream ,java
null synchronized this Queue ReqT pcb preConnectBuffer pcb null ReqT req while req pcb poll null stream onNext req preConnectBuffer null finished grpcReqStream emptyStream else grpcReqStream stream true else stream curStream false here either finished or it s an unexpected new stream Throwable err error err null stream onCompleted else stream onError err false boolean isEstablished grpcReqStream null called from grpc response thread void discard Throwable err ,java
